inst_id,y,syst_id,syst_features,syst_prediction,syst_pred_loss,score,assr_conf,assr_pred_loss
464,2,4,[],"[[0.01348603144288063, 0.00458196084946394, 0.4602382481098175, 0.0019297362305223942, 8.220017662097234e-07, 0.0002000779059017077, 0.5195630788803101]]",0.776011,0.0,[0.709736168384552],1
2196,3,1,[],"[[0.01487458311021328, 0.0004360679304227233, 0.0021342821419239044, 0.975941002368927, 0.0003423400630708784, 4.4939606596017256e-05, 0.006226817145943642]]",0.024353163,1.0,[0.9923974871635437],0
1619,6,2,[],"[[0.03593344986438751, 0.003741102060303092, 0.6978849172592163, 0.0030327807180583477, 2.300280539202504e-05, 2.044138000201201e-06, 0.2593827545642853]]",1.3494505,0.0,[0.5492191314697266],0
1042,0,3,[],"[[0.8148230910301208, 0.010444744490087032, 0.04271562770009041, 0.00276386272162199, 0.00014379635103978217, 0.00017279802705161273, 0.12893599271774292]]",0.20478423,1.0,[0.7730236649513245],0
465,1,4,[],"[[0.014097600243985653, 0.7611040472984314, 0.0018428934272378683, 0.0038163759745657444, 0.021822210401296616, 0.19665011763572693, 0.0006666594417765737]]",0.2729852,1.0,[0.9874281287193298],0
2197,3,1,[],"[[0.019066210836172104, 0.0008248821832239628, 0.002238375833258033, 0.9664230346679688, 0.0006942184991203249, 4.062295920448378e-05, 0.010712645947933197]]",0.034153614,1.0,[0.9978686571121216],0
1620,0,2,[],"[[0.9218966960906982, 0.02648177556693554, 0.004699614830315113, 0.0002883006236515939, 0.004622905980795622, 9.468193456996232e-05, 0.0419161431491375]]",0.08132212,1.0,[0.9391473531723022],0
1043,2,3,[],"[[0.015823109075427055, 0.0014178863493725657, 0.8534045219421387, 0.005138911306858063, 0.00021839610417373478, 7.010566332610324e-05, 0.1239270269870758]]",0.15852161,1.0,[0.8028011918067932],0
466,2,4,[],"[[9.778075016342314e-10, 0.06545811891555786, 0.9344845414161682, 3.02161355832109e-12, 3.589978803120175e-07, 1.158079385277233e-06, 5.587654959526844e-05]]",0.067760184,1.0,[0.5370256304740906],0
2198,6,1,[],"[[0.4030180275440216, 0.008214566856622696, 0.06307537853717804, 0.030898042023181915, 0.0003246410342399031, 0.00018152703705709428, 0.4942878186702728]]",0.7046373,1.0,[0.26634398102760315],1
1621,6,2,[],"[[0.06629695743322372, 0.11110582202672958, 0.04635661840438843, 0.000979250413365662, 0.000538493215572089, 6.643019150942564e-05, 0.7746564149856567]]",0.25533566,1.0,[0.698049783706665],0
1044,5,3,[],"[[7.893566362326965e-06, 0.03840361535549164, 3.838615521090105e-05, 4.503857417148538e-05, 0.004353445954620838, 0.9569949507713318, 0.00015664799138903618]]",0.04395718,1.0,[0.999258816242218],0
467,4,4,[],"[[0.0009207231923937798, 0.07381674647331238, 0.0002430039457976818, 0.00025839870795607567, 0.9203593730926514, 0.003960064146667719, 0.0004416818846948445]]",0.08299108,1.0,[0.9798471927642822],0
2199,1,1,[],"[[0.007809635251760483, 0.5972762107849121, 0.0031236696522682905, 0.0016684660222381353, 0.20133432745933533, 0.18576835095882416, 0.003019358031451702]]",0.5153756,1.0,[0.9693036675453186],0
1622,0,2,[],"[[0.7835561633110046, 0.07922879606485367, 0.01708780601620674, 0.0009173195576295257, 0.016837550327181816, 0.00016178701480384916, 0.10221048444509506]]",0.24391255,1.0,[0.8038080930709839],0
1045,5,3,[],"[[1.9833105397992767e-06, 0.05608128383755684, 2.2420410459744744e-05, 2.3566988602397032e-05, 0.015593172051012516, 0.9280736446380615, 0.00020387682889122516]]",0.07464419,1.0,[0.9949480295181274],0
468,4,4,[],"[[0.0011428208090364933, 0.041616618633270264, 0.0002626162313390523, 0.00046222287346608937, 0.9496358036994934, 0.006379426922649145, 0.0005004803533665836]]",0.051676717,1.0,[0.9766110181808472],0
2200,6,1,[],"[[0.15541492402553558, 0.11772274971008301, 0.05512391775846481, 0.00010840249160537496, 0.00035679314169101417, 0.00024346544523723423, 0.6710296869277954]]",0.39894187,1.0,[0.9474064707756042],0
1623,2,2,[],"[[0.009026170708239079, 0.002123694634065032, 0.8612989187240601, 0.0006291138124652207, 6.1158430071373004e-06, 5.913379368394089e-07, 0.12691529095172882]]",0.14931364,1.0,[0.8182622790336609],0
1046,2,3,[],"[[0.024165526032447815, 0.0013936510076746345, 0.8195685148239136, 0.0046370732598006725, 0.0003192349395249039, 0.00016529863933101296, 0.14975079894065857]]",0.1989773,1.0,[0.7840582728385925],0
469,1,4,[],"[[0.008403242565691471, 0.22734202444553375, 0.0033780462108552456, 0.0029322660993784666, 0.7290055751800537, 0.021965743973851204, 0.006973083131015301]]",1.4812996,0.0,[0.834850013256073],1
2201,2,1,[],"[[0.04513531178236008, 0.0030630382243543863, 0.5699530839920044, 0.0021711476147174835, 0.00020762161875609308, 0.00010997190838679671, 0.37935972213745117]]",0.5622012,1.0,[0.5805765390396118],0
1624,3,2,[],"[[0.0033760915976017714, 0.00023168667394202203, 0.0037587995175272226, 0.9901461005210876, 0.0001783002371666953, 0.00022977123444434255, 0.0020791348069906235]]",0.009902755,1.0,[0.9931296706199646],0
1047,1,3,[],"[[0.0033350037410855293, 0.9705933332443237, 0.0004939125501550734, 3.7853642425034195e-05, 0.000697219162248075, 0.023038281127810478, 0.0018043463351204991]]",0.029847728,1.0,[0.9921503067016602],0
470,5,4,[],"[[0.00031782107544131577, 0.004471243359148502, 6.301436224021018e-05, 0.004181593656539917, 0.0007840978214517236, 0.9901712536811829, 1.0990669579769019e-05]]",0.009877377,1.0,[0.9996789693832397],0
2202,4,1,[],"[[0.005361214745789766, 0.20198434591293335, 0.0010444509098306298, 0.0007640470284968615, 0.7161500453948975, 0.045570649206638336, 0.0291251502931118]]",0.33386555,1.0,[0.9260247349739075],0
1625,2,2,[],"[[0.010084432549774647, 0.0012566937366500497, 0.8707932233810425, 0.0008845428819768131, 3.3234252896363614e-06, 3.030054358532652e-07, 0.11697756499052048]]",0.13835073,1.0,[0.7394264340400696],0
1048,5,3,[],"[[1.387067413816112e-06, 0.02535261958837509, 5.297777079249499e-06, 1.2070851880707778e-05, 0.0004008032556157559, 0.9741935133934021, 3.422471127123572e-05]]",0.026145305,1.0,[0.9992927312850952],0
471,1,4,[],"[[0.00024136224237736315, 0.10672307759523392, 0.00018121780885849148, 6.1002712754998356e-05, 0.8910786509513855, 0.0014913929626345634, 0.00022333621745929122]]",2.2375178,0.0,[0.6526331305503845],1
2203,1,1,[],"[[0.21059203147888184, 0.6135094165802002, 0.03572124242782593, 0.0015908116474747658, 0.00761864148080349, 0.0028535027522593737, 0.12811443209648132]]",0.4885597,1.0,[0.8315855264663696],0
1626,4,2,[],"[[0.024057528004050255, 0.137093186378479, 0.010121304541826248, 0.0008258515154011548, 0.8201326727867126, 0.004055467434227467, 0.0037140201311558485]]",0.19828917,1.0,[0.9461051225662231],0
1049,4,3,[],"[[0.02658270113170147, 0.04123572260141373, 0.04466528445482254, 0.007737630046904087, 0.8635199069976807, 0.006895310711115599, 0.009363457560539246]]",0.14673834,1.0,[0.9811856150627136],0
472,0,4,[],"[[0.7308367490768433, 0.008827725425362587, 0.024826452136039734, 0.016618259251117706, 0.0001077051492757164, 0.0010922482470050454, 0.21769091486930847]]",0.31356514,1.0,[0.892835259437561],0
2204,3,1,[],"[[0.020093610510230064, 0.0008213748224079609, 0.0029164678417146206, 0.9618688225746155, 0.0005219734157435596, 4.146101127844304e-05, 0.013736248947679996]]",0.038877204,1.0,[0.9909178614616394],0
1627,1,2,[],"[[0.04616586118936539, 0.6280562877655029, 0.009816060774028301, 0.001909930957481265, 0.24030376970767975, 0.008685536682605743, 0.0650625228881836]]",0.4651255,1.0,[0.935422420501709],0
1050,3,3,[],"[[0.0008350185817107558, 0.0002450122556183487, 0.018948184326291084, 0.9737887978553772, 0.0018497520359233022, 0.0002788989804685116, 0.004054250195622444]]",0.026560858,1.0,[0.9856786131858826],0
473,5,4,[],"[[0.0004825002106372267, 0.007101322058588266, 0.0001373734703520313, 0.006565541960299015, 0.002229065401479602, 0.9834517240524292, 3.250897862017155e-05]]",0.016686747,1.0,[0.9990149736404419],0
2205,3,1,[],"[[0.03944680094718933, 0.0006001074216328561, 0.005689084995537996, 0.9438328742980957, 0.0002625228080432862, 6.550269608851522e-05, 0.010103126987814903]]",0.057806194,1.0,[0.9845994114875793],0
1628,6,2,[],"[[0.08808460831642151, 0.0029656006954610348, 0.423283189535141, 0.0036787125281989574, 6.197741186042549e-06, 4.395445500904316e-07, 0.4819812476634979]]",0.72985005,1.0,[0.6189307570457458],0
1051,1,3,[],"[[0.000798621797002852, 0.9950485825538635, 0.0006243920652195811, 1.4911663129169028e-05, 0.0013492510188370943, 0.0015299839433282614, 0.0006341725238598883]]",0.0049636946,1.0,[0.9856905341148376],0
474,6,4,[],"[[0.060193028301000595, 0.0033466110471636057, 0.5353428721427917, 0.004015197511762381, 2.6587624688545475e-06, 0.0002268725074827671, 0.3968726098537445]]",0.9241399,0.0,[0.6769604682922363],1
2206,3,1,[],"[[0.016106074675917625, 0.0005040459218434989, 0.003011939348652959, 0.973821222782135, 0.0003906977653969079, 9.075825073523447e-05, 0.0060751293785870075]]",0.026527543,1.0,[0.9945322275161743],0
1629,5,2,[],"[[9.521155334368814e-06, 0.10634120553731918, 7.584168088214938e-06, 3.838416887447238e-05, 0.001199971535243094, 0.8919124603271484, 0.0004908709670417011]]",0.11438728,1.0,[0.9969878792762756],0
1052,3,3,[],"[[0.027584774419665337, 0.05125395581126213, 0.0620100274682045, 0.6741366982460022, 0.013704358600080013, 0.0046259090304374695, 0.16668425500392914]]",0.39432237,1.0,[0.6726558208465576],0
475,0,4,[],"[[0.938766360282898, 0.02954273298382759, 0.007366507314145565, 0.0008699109312146902, 0.0005076638772152364, 0.0013069144915789366, 0.021640079095959663]]",0.06318862,1.0,[0.9133314490318298],0
2207,0,1,[],"[[0.6951053142547607, 0.12961868941783905, 0.10762054473161697, 0.0022037941962480545, 0.0012329292949289083, 0.0008624936453998089, 0.06335615366697311]]",0.36369193,1.0,[0.8785991072654724],0
1630,0,2,[],"[[0.5291687846183777, 0.008345119655132294, 0.029656236991286278, 0.00714145228266716, 4.4567867007572204e-05, 3.924521934095537e-06, 0.4256399869918823]]",0.63644785,1.0,[0.8781580328941345],0
1053,1,3,[],"[[0.2178497463464737, 0.21954767405986786, 0.07192608714103699, 0.015166028402745724, 0.41968780755996704, 0.01494588889181614, 0.04087691381573677]]",1.5161859,0.0,[0.7388350963592529],1
476,4,4,[],"[[0.001495664706453681, 0.09371241927146912, 0.00032292987452819943, 0.0004530541191343218, 0.8948683738708496, 0.008656705729663372, 0.0004908271366730332]]",0.11107864,1.0,[0.982619047164917],0
2208,1,1,[],"[[0.032392989844083786, 0.8724663853645325, 0.0019940342754125595, 0.0004367047513369471, 0.0264408178627491, 0.06325778365135193, 0.0030112923122942448]]",0.13643117,1.0,[0.8091912865638733],0
1631,0,2,[],"[[0.6123304963111877, 0.010392769239842892, 0.026135718449950218, 0.006276057567447424, 0.0001156033540610224, 7.568120963696856e-06, 0.34474173188209534]]",0.49048313,1.0,[0.8989578485488892],0
1054,6,3,[],"[[0.05279188230633736, 0.19456666707992554, 0.04663784056901932, 0.004100736230611801, 0.006604387424886227, 0.008073176257312298, 0.6872252821922302]]",0.3750931,1.0,[0.539243221282959],0
477,1,4,[],"[[6.935543206054717e-05, 0.9474748373031616, 0.0393187515437603, 1.0026236850535497e-05, 0.00025959310005418956, 0.006212020758539438, 0.006655486766248941]]",0.05395487,1.0,[0.9793038368225098],0
2209,5,1,[],"[[1.029459872370353e-05, 0.058236263692379, 7.59834051677899e-07, 2.7021590298659248e-08, 0.00011970251216553152, 0.9416324496269226, 4.260649006937456e-07]]",0.060140263,1.0,[0.9992782473564148],0
1632,5,2,[],"[[4.1987213990068994e-06, 0.005182121880352497, 2.469230864221572e-08, 0.00016060761117842048, 6.397399556590244e-05, 0.9944338202476501, 0.00015533226542174816]]",0.005581746,1.0,[0.9998441934585571],0
1055,6,3,[],"[[0.1529320776462555, 0.02098878286778927, 0.00927700661122799, 0.06721124798059464, 0.0003545762156136334, 0.0007040150230750442, 0.7485322952270508]]",0.28964096,1.0,[0.7909052968025208],0
478,1,4,[],"[[0.002745776204392314, 0.8403377532958984, 0.0713626965880394, 0.0009648310951888561, 0.007586339954286814, 0.036697082221508026, 0.04030546545982361]]",0.17395136,1.0,[0.8566402792930603],0
2210,4,1,[],"[[0.004629787057638168, 0.17229244112968445, 0.001132120843976736, 0.0009723074617795646, 0.7645982503890991, 0.03819936141371727, 0.018175743520259857]]",0.26840472,1.0,[0.9236923456192017],0
1633,2,2,[],"[[0.004227477125823498, 0.0038080383092164993, 0.8164980411529541, 0.0003739449894055724, 5.15900865138974e-06, 4.57661002428722e-07, 0.17508678138256073]]",0.20273075,1.0,[0.733734667301178],0
1056,5,3,[],"[[1.5260199006661423e-06, 0.08570436388254166, 4.708534561359556e-06, 2.1919044229434803e-05, 0.001062038354575634, 0.9131142497062683, 9.121541370404884e-05]]",0.090894274,1.0,[0.9991738200187683],0
479,6,4,[],"[[0.2944914996623993, 0.12237745523452759, 0.09905266761779785, 0.004348190501332283, 0.00045621106983162463, 0.005474708043038845, 0.4737992286682129]]",0.7469716,1.0,[0.7228491306304932],0
2211,6,1,[],"[[0.4145413339138031, 0.07900696247816086, 0.3569505214691162, 0.004941037390381098, 0.001980845583602786, 0.0012830671621486545, 0.14129628241062164]]",1.9568963,0.0,[0.5710466504096985],0
1634,6,2,[],"[[0.15754923224449158, 0.15633182227611542, 0.32025909423828125, 0.0018671461148187518, 0.00970424059778452, 0.0003128441167064011, 0.3539755642414093]]",1.0385274,1.0,[0.680656373500824],0
1057,3,3,[],"[[0.0018918957794085145, 0.0010154779301956296, 0.013253527693450451, 0.9697931408882141, 0.004182104952633381, 0.00048317882465198636, 0.009380711242556572]]",0.030672472,1.0,[0.9963889122009277],0
480,1,4,[],"[[0.02416256256401539, 0.8494929671287537, 0.004859440494328737, 0.003416569670662284, 0.0605647973716259, 0.05055489391088486, 0.006948811933398247]]",0.16311562,1.0,[0.9579277634620667],0
2212,4,1,[],"[[0.0036538189742714167, 0.10152905434370041, 0.02102992683649063, 0.010092539712786674, 0.7758488655090332, 0.08300594985485077, 0.004839872941374779]]",0.25379756,1.0,[0.8958907127380371],0
1635,2,2,[],"[[1.1715463668626747e-12, 4.5427659642882645e-06, 0.9999673366546631, 3.515881474847049e-10, 3.406903942959616e-06, 3.4779307211962873e-10, 2.4725279217818752e-05]]",3.266281e-05,1.0,[0.980994462966919],0
1058,1,3,[],"[[0.008169792592525482, 0.8094481229782104, 0.0037696771323680878, 0.001140420907177031, 0.08523603528738022, 0.08562702685594559, 0.006608841475099325]]",0.2114026,1.0,[0.9733230471611023],0
481,6,4,[],"[[0.06498132646083832, 0.01918131858110428, 0.012660672888159752, 0.03622908145189285, 6.071288953535259e-05, 0.0016109147109091282, 0.8652759194374084]]",0.14470682,1.0,[0.9197202324867249],0
2213,2,1,[],"[[0.06604120880365372, 0.0011483285343274474, 0.8302800059318542, 0.0008040601969696581, 5.6682627473492175e-05, 4.792696563526988e-05, 0.10162180662155151]]",0.18599226,1.0,[0.8239634037017822],0
1636,4,2,[],"[[0.019959071651101112, 0.11770348250865936, 0.002617801306769252, 0.0009119408205151558, 0.851348876953125, 0.005023442208766937, 0.0024353526532649994]]",0.16093326,1.0,[0.9180583953857422],0
1059,5,3,[],"[[3.554784598236438e-06, 0.020599668845534325, 1.0703740372264292e-05, 1.907258410938084e-05, 0.00034593360032886267, 0.9789822101593018, 3.88131920772139e-05]]",0.021241784,1.0,[0.999334990978241],0
482,5,4,[],"[[0.0002597287530079484, 0.008103325963020325, 5.6429344112984836e-05, 0.0033839030656963587, 0.0017755164299160242, 0.9864107966423035, 1.0367721188231371e-05]]",0.01368239,1.0,[0.9997326731681824],0
2214,5,1,[],"[[1.2758257980749477e-05, 0.07125557959079742, 1.2917460026073968e-06, 4.4681222277631605e-08, 0.00032531804754398763, 0.9284040927886963, 8.572325214117882e-07]]",0.07428822,1.0,[0.9993304014205933],0
1637,5,2,[],"[[2.173297417584763e-07, 0.02201576717197895, 4.6507776119142363e-07, 6.010211109241936e-06, 4.862575588049367e-05, 0.9778623580932617, 6.653944728896022e-05]]",0.022386344,1.0,[0.9955344200134277],0
1060,2,3,[],"[[0.09725873917341232, 0.018161727115511894, 0.6220753788948059, 0.008894296362996101, 0.006259527523070574, 0.002123868791386485, 0.24522653222084045]]",0.474694,1.0,[0.34784355759620667],1
483,1,4,[],"[[0.1444973349571228, 0.5097469091415405, 0.037508852779865265, 0.010534532368183136, 0.029054641723632812, 0.02723606489598751, 0.24142169952392578]]",0.6738409,1.0,[0.800581157207489],0
2215,5,1,[],"[[2.3871447751844244e-07, 0.002109943423420191, 1.280639505552017e-08, 2.9567803760954803e-10, 3.236005341022974e-06, 0.997886598110199, 7.957027037264197e-09]]",0.0021156326,1.0,[0.999889612197876],0
1638,2,2,[],"[[0.03117479383945465, 0.0010976172052323818, 0.776516318321228, 0.003067645477131009, 3.7114930364623433e-06, 3.161979691412853e-07, 0.1881396621465683]]",0.25293761,1.0,[0.7389137148857117],0
1061,4,3,[],"[[0.006688905879855156, 0.0975697860121727, 0.011495226062834263, 0.0066365390084683895, 0.8177061080932617, 0.033414218574762344, 0.02648916095495224]]",0.20125231,1.0,[0.9716173410415649],0
484,5,4,[],"[[0.00028061450575478375, 0.0061204638332128525, 2.3600976419402286e-05, 0.0023302072659134865, 0.00018547502986621112, 0.9910566806793213, 2.912421450673719e-06]]",0.008983551,1.0,[0.9998726844787598],0
2216,1,1,[],"[[0.30572277307510376, 0.027102626860141754, 0.2810528874397278, 0.07725890725851059, 0.005049074534326792, 0.0015499793225899339, 0.30226370692253113]]",3.6081247,0.0,[0.3970215618610382],0
1639,1,2,[],"[[0.043347712606191635, 0.6098940372467041, 0.002452972810715437, 0.006324206944555044, 0.13871705532073975, 0.11731310933828354, 0.08195093274116516]]",0.49447006,1.0,[0.9627476334571838],0
1062,3,3,[],"[[0.0016317685367539525, 0.0006956162396818399, 0.02033647708594799, 0.966343879699707, 0.004523203242570162, 0.00045862753177061677, 0.006010448094457388]]",0.034235522,1.0,[0.9952414035797119],0
485,3,4,[],"[[1.1407795682316646e-05, 8.385226828977466e-05, 0.0001884056255221367, 0.994615375995636, 2.998341983584396e-07, 0.004809186328202486, 0.0002914723881985992]]",0.005399169,1.0,[0.9980003237724304],0
2217,2,1,[],"[[0.14208345115184784, 0.1900370568037033, 0.374462366104126, 0.006942759267985821, 0.013980518095195293, 0.005812447052448988, 0.26668134331703186]]",0.9822639,1.0,[0.4575142562389374],0
1640,0,2,[],"[[0.4719393253326416, 0.007123298477381468, 0.1331264078617096, 0.005447068251669407, 9.072746615856886e-05, 5.023841367801651e-06, 0.3822682201862335]]",0.75090486,1.0,[0.7989342212677002],0
1063,2,3,[],"[[0.3654630780220032, 0.19594444334506989, 0.1619139313697815, 0.04720824211835861, 0.013926252722740173, 0.003333348548039794, 0.21221068501472473]]",1.8206904,0.0,[0.4622670114040375],0
486,0,4,[],"[[0.8512388467788696, 0.006050953175872564, 0.03525848314166069, 0.0037213838659226894, 2.220379246864468e-05, 0.00040591665310785174, 0.10330217331647873]]",0.16106254,1.0,[0.8724626302719116],0
2218,1,1,[],"[[0.05271449312567711, 0.4404391646385193, 0.006248882971704006, 0.0021967366337776184, 0.06649748235940933, 0.013734424486756325, 0.4181688129901886]]",0.81998295,1.0,[0.7711557745933533],0
1641,0,2,[],"[[0.911920964717865, 0.025955883786082268, 0.005915627349168062, 0.0008487683953717351, 0.007831841707229614, 0.00011089628242189065, 0.04741585999727249]]",0.092201926,1.0,[0.8458795547485352],0
1064,1,3,[],"[[0.3763026297092438, 0.4005959928035736, 0.08987721055746078, 0.008902132511138916, 0.10211610049009323, 0.00862130057066679, 0.01358460821211338]]",0.9148019,1.0,[0.7168155312538147],0
487,1,4,[],"[[0.007432388141751289, 0.7710847854614258, 0.0021048965863883495, 0.003488491987809539, 0.09536761045455933, 0.11928024888038635, 0.0012416947865858674]]",0.259957,1.0,[0.9726653099060059],0
2219,1,1,[],"[[0.010928183794021606, 0.9042308330535889, 0.0008241130854003131, 9.339524694951251e-05, 0.008774366229772568, 0.07226472347974777, 0.002884674584493041]]",0.10067063,1.0,[0.9511677622795105],0
1642,0,2,[],"[[0.8261078596115112, 0.004575736355036497, 0.013144557364284992, 0.004899549763649702, 0.00010130181181011721, 7.875662959122565e-06, 0.15116305649280548]]",0.19102995,1.0,[0.9023019075393677],0
1065,6,3,[],"[[0.14192205667495728, 0.004495164379477501, 0.19955436885356903, 0.004034492187201977, 0.00021134267444722354, 0.0004781644674949348, 0.6493044495582581]]",0.4318536,1.0,[0.5504114031791687],0
488,3,4,[],"[[0.00016267146565951407, 0.0002178238210035488, 0.001099930377677083, 0.9951061010360718, 4.92652134198579e-07, 0.001633129664696753, 0.001779907033778727]]",0.0049059256,1.0,[0.9958058595657349],0
2220,6,1,[],"[[0.137533500790596, 0.009063162840902805, 0.13106544315814972, 0.016206912696361542, 0.0005086539313197136, 0.00019731467182282358, 0.7054250240325928]]",0.34895483,1.0,[0.4375683069229126],0
1643,0,2,[],"[[0.7569350600242615, 0.08422400802373886, 0.01732747256755829, 0.0012808324536308646, 0.017037324607372284, 0.0002681285550352186, 0.12292717397212982]]",0.27847782,1.0,[0.8042991161346436],0
1066,1,3,[],"[[0.04111580178141594, 0.7729104161262512, 0.014154086820781231, 0.0017532729543745518, 0.05758371576666832, 0.09561125189065933, 0.016871441155672073]]",0.2575921,1.0,[0.9538806080818176],0
489,5,4,[],"[[0.00022494142467621714, 0.0019780888687819242, 6.783712160540745e-05, 0.005770380143076181, 0.0007961217779666185, 0.9911483526229858, 1.4284237295214552e-05]]",0.00889104,1.0,[0.9983981251716614],0
2221,3,1,[],"[[0.028333887457847595, 0.0016243185382336378, 0.006698103621602058, 0.9390096664428711, 0.0008427681168541312, 0.00013006257358938456, 0.0233612060546875]]",0.06292952,1.0,[0.9975336790084839],0
1644,0,2,[],"[[0.92677241563797, 0.022477876394987106, 0.0028738295659422874, 0.0002566792245488614, 0.0033223542850464582, 5.967347897239961e-05, 0.04423724487423897]]",0.07604728,1.0,[0.9267297983169556],0
1067,3,3,[],"[[0.013283055275678635, 0.020774908363819122, 0.1553766131401062, 0.2566404342651367, 0.056640271097421646, 0.006512335501611233, 0.49077242612838745]]",1.3600793,0.0,[0.6428638100624084],1
490,0,4,[],"[[0.8634618520736694, 0.005657649599015713, 0.016254808753728867, 0.003781079314649105, 1.8642032955540344e-05, 0.0003723485569935292, 0.1104535162448883]]",0.14680554,1.0,[0.927794873714447],0
2222,1,1,[],"[[0.00819382257759571, 0.2751062214374542, 0.005021668504923582, 0.002808432327583432, 0.641454815864563, 0.05197778716683388, 0.01543725561350584]]",1.290598,0.0,[0.6084539294242859],0
1645,4,2,[],"[[0.017254969105124474, 0.09712710976600647, 0.01870293915271759, 0.0016062365612015128, 0.8548192381858826, 0.004017154220491648, 0.0064722816459834576]]",0.15686524,1.0,[0.8267373442649841],0
1068,1,3,[],"[[0.006596870254725218, 0.8466753363609314, 0.00225698365829885, 3.782718340517022e-05, 0.0015538947191089392, 0.14106632769107819, 0.0018126129871234298]]",0.16643794,1.0,[0.9924375414848328],0
491,3,4,[],"[[7.366126374108717e-05, 0.0001125154594774358, 0.0011950042098760605, 0.9925952553749084, 4.792708523382316e-07, 0.005492531694471836, 0.0005306348321028054]]",0.00743231,1.0,[0.9979221224784851],0
2223,1,1,[],"[[0.13226908445358276, 0.1374986320734024, 0.08804560452699661, 0.012594485655426979, 0.0179426409304142, 0.005998516455292702, 0.6056510806083679]]",1.9841413,0.0,[0.356106162071228],0
1646,3,2,[],"[[0.004519273526966572, 0.0002460817340761423, 0.007215545047074556, 0.9833967089653015, 8.89543880475685e-05, 6.761551048839465e-05, 0.004465813282877207]]",0.016742667,1.0,[0.9917550086975098],0
1069,3,3,[],"[[0.000838272157125175, 0.0013590308371931314, 0.0039275893941521645, 0.973838746547699, 0.0017371821450069547, 0.0002866781142074615, 0.018012499436736107]]",0.026509548,1.0,[0.9972944855690002],0
492,4,4,[],"[[0.0008833596366457641, 0.0855126827955246, 0.0003813315706793219, 0.0005246328073553741, 0.903806209564209, 0.00823165848851204, 0.0006600230117328465]]",0.10114028,1.0,[0.9820584654808044],0
2224,6,1,[],"[[0.3639369606971741, 0.13493265211582184, 0.1865995079278946, 0.005123540759086609, 0.0036507940385490656, 0.0020399296190589666, 0.3037165403366089]]",1.1916604,0.0,[0.7158671021461487],1
1647,5,2,[],"[[4.044073648401536e-06, 0.006599884480237961, 2.270110321944685e-08, 0.00012775498908013105, 8.956683450378478e-05, 0.993032693862915, 0.00014602411829400808]]",0.006991683,1.0,[0.9998608827590942],0
1070,2,3,[],"[[0.01623516157269478, 0.0023109945468604565, 0.8496742844581604, 0.003545534797012806, 0.0008974728989414871, 0.00034097902243956923, 0.12699560821056366]]",0.16290222,1.0,[0.8260878324508667],0
493,6,4,[],"[[0.05163772776722908, 0.0014597511617466807, 0.8097993731498718, 0.0036481376737356186, 1.0047357363873743e-06, 0.00013249655603431165, 0.13332146406173706]]",2.014992,0.0,[0.7517966628074646],1
2225,2,1,[],"[[0.11042802780866623, 0.001623528078198433, 0.6746050119400024, 0.003005166072398424, 7.405412179650739e-05, 4.8382124077761546e-05, 0.2102157324552536]]",0.39362794,1.0,[0.627393901348114],0
1648,0,2,[],"[[0.3177298605442047, 0.018233971670269966, 0.31546109914779663, 0.019731801003217697, 0.0018564705969765782, 7.043447840260342e-05, 0.32691633701324463]]",1.1465538,0.0,[0.3792645037174225],0
1071,3,3,[],"[[0.0024192966520786285, 0.003344555152580142, 0.006860088557004929, 0.9528246521949768, 0.004421948455274105, 0.0007374800625257194, 0.02939191833138466]]",0.048324414,1.0,[0.9966111779212952],0
494,4,4,[],"[[0.0008554551168344915, 0.08691710978746414, 0.00021573268168140203, 0.00033159711165353656, 0.9037113785743713, 0.007646116428077221, 0.0003226397675462067]]",0.10124522,1.0,[0.9865228533744812],0
2226,1,1,[],"[[0.45396459102630615, 0.4829474985599518, 0.04957808554172516, 0.0002745765377767384, 0.00037837328272871673, 0.00011225438356632367, 0.012744558975100517]]",0.7278473,1.0,[0.9889911413192749],0
1649,6,2,[],"[[0.06665205955505371, 0.025355378165841103, 0.10148536413908005, 0.00029220207943581045, 2.529588164179586e-05, 1.7615075194044039e-06, 0.8061879277229309]]",0.2154384,1.0,[0.8414730429649353],0
1072,0,3,[],"[[0.7237666845321655, 0.17991423606872559, 0.02603052742779255, 0.001913751126267016, 0.0028064106591045856, 0.0005816385382786393, 0.06498675048351288]]",0.32328618,1.0,[0.7571582794189453],0
495,1,4,[],"[[0.055781107395887375, 0.29799702763557434, 0.17063502967357635, 0.01960982009768486, 0.019604932516813278, 0.0321691669523716, 0.404202938079834]]",1.2106717,0.0,[0.42559176683425903],0
2227,5,1,[],"[[2.5124867875092605e-07, 0.0029465078841894865, 1.7947090924508302e-08, 4.1069661560477755e-10, 3.1410341762239113e-05, 0.9970218539237976, 2.827941791849753e-08]]",0.002982575,1.0,[0.9997338652610779],0
1650,0,2,[],"[[0.6111039519309998, 0.010839433409273624, 0.025698954239487648, 0.004855652805417776, 0.00010672619828255847, 6.0415163716243114e-06, 0.34738925099372864]]",0.4924882,1.0,[0.8703334331512451],0
1073,0,3,[],"[[0.22757452726364136, 0.4808728098869324, 0.1340702623128891, 0.004568399861454964, 0.07945678383111954, 0.00414955522865057, 0.06930762529373169]]",1.4802775,0.0,[0.8802862763404846],2
